_id,全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
2701,172014,AA0000001460,横川日吉児童公園（指定避難場所）,ヨコガワヒヨシジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市横川1-68,石川県,金沢市,"","","",36.535364,136.623096,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2702,172014,AA0000001461,三馬第４児童公園（指定避難場所）,ミンマダイ４ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市三馬3-325,石川県,金沢市,"","","",36.52748,136.630585,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2703,172014,AA0000001462,三馬第３児童公園（指定避難場所）,ミンマダイ３ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市三馬1-73,石川県,金沢市,"","","",36.52642,136.634763,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2704,172014,AA0000001463,三馬第２児童公園（指定避難場所）,ミンマダイ２ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市三馬1-229,石川県,金沢市,"","","",36.52526,136.631247,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2705,172014,AA0000001464,窪錦丘公園（指定避難場所）,クボニシキガオカコウエン（シテイヒナンバショ）,"",172014,"",金沢市窪7-309,石川県,金沢市,"","","",36.530685,136.639181,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2706,172014,AA0000001465,三馬第１児童公園（指定避難場所）,ミンマダイ１ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市三馬3-150,石川県,金沢市,"","","",36.528562,136.632062,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2707,172014,AA0000001466,久安殿屋敷公園（指定避難場所）,ヒサヤストノヤシキコウエン（シテイヒナンバショ）,"",172014,"",金沢市久安2-281,石川県,金沢市,"","","",36.533786,136.630611,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2708,172014,AA0000001467,久安伏見公園（指定避難場所）,ヒサヤスフシミコウエン（シテイヒナンバショ）,"",172014,"",金沢市久安1-489,石川県,金沢市,"","","",36.532748,136.632315,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2709,172014,AA0000001468,円光寺第２公園（指定避難場所）,エンコウジダイ２コウエン（シテイヒナンバショ）,"",172014,"",金沢市伏見台3-58,石川県,金沢市,"","","",36.531734,136.634945,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2710,172014,AA0000001469,窪伏見台公園（指定避難場所）,クボフシミダイコウエン（シテイヒナンバショ）,"",172014,"",金沢市窪4-547,石川県,金沢市,"","","",36.526924,136.639675,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2711,172014,AA0000001470,高尾中央公園（指定避難場所）,タカオチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市高尾台3-143,石川県,金沢市,"","","",36.521475,136.630418,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2712,172014,AA0000001471,伏見台公民館（指定避難場所）,フシミダイコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市窪5-675,石川県,金沢市,"","","",36.525946,136.638014,28.4,076-243-3341,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,155人,"","","","",""
2713,172014,AA0000001472,高尾台中学校（指定避難場所）,タカオダイチュウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市高尾台1-128,石川県,金沢市,"","","",36.522924,136.634259,29.7,076-298-6931,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,3845人,"","","","",""
2714,172014,AA0000001473,伏見台小学校（指定避難場所）,フシミダイショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市窪5-335,石川県,金沢市,"","","",36.526588,136.637939,27.1,076-244-5091,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2574人,"","","","",""
2715,172014,AA0000001474,大乗寺丘陵公園（指定避難場所）,ダイジョウジキュウリョウコウエン（シテイヒナンバショ）,"",172014,"",金沢市長坂町ヲ135,石川県,金沢市,"","","",36.530407,136.656704,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2716,172014,AA0000001475,寺地なかよし公園（指定避難場所）,テラジナカヨシコウエン（シテイヒナンバショ）,"",172014,"",金沢市伏見台2-72,石川県,金沢市,"","","",36.533417,136.637974,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2717,172014,AA0000001476,寺地みんなの広場（指定避難場所）,テラジミンナノヒロバ（シテイヒナンバショ）,"",172014,"",金沢市寺地1-39,石川県,金沢市,"","","",36.535528,136.644004,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2718,172014,AA0000001477,寺地いなほ公園（指定避難場所）,テラジイナホコウエン（シテイヒナンバショ）,"",172014,"",金沢市寺地2-69,石川県,金沢市,"","","",36.536918,136.635895,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2719,172014,AA0000001478,金沢南総合運動公園（指定避難場所）,カナザワミナミソウゴウウンドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市富樫3-8-30,石川県,金沢市,"","","",36.539295,136.642896,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2720,172014,AA0000001479,富樫公民館（指定避難場所）,トガシコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市山科1-6-8,石川県,金沢市,"","","",36.528441,136.647252,36.9,076-241-1971,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,142人,"","","","",""
2721,172014,AA0000001480,金沢錦丘高等学校・中学校（指定避難場所）,カナザワニシキガオカコウトウガッコウ・チュウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市窪6-218,石川県,金沢市,"","","",36.530269,136.641566,"",076-241-8341,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","",1,1242人,"","","","",""
2722,172014,AA0000001481,富樫小学校（指定避難場所）,トガシショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市山科3-6-60,石川県,金沢市,"","","",36.529502,136.645546,32.7,076-243-2533,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,1877人,"","","","",""
2723,172014,AA0000001482,米泉公民館（指定避難場所）,ヨナイズミコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市米泉町8-126,石川県,金沢市,"","","",36.550537,136.626615,9.6,076-241-8924,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,125人,"","","","",洪水時２階以上使用可
2724,172014,AA0000001483,金沢伏見高等学校（指定避難場所）,カナザワフシミコウトウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市米泉町5-85,石川県,金沢市,"","","",36.549026,136.627854,"",076-242-6175,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","",1,859人,"","","","",""
2725,172014,AA0000001484,米泉小学校（指定避難場所）,ヨナイズミショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市米泉町4-133-2,石川県,金沢市,"","","",36.545708,136.628058,12,076-242-0551,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","",1,2603人,"","","","",""
2726,172014,AA0000001485,清泉公園（指定避難場所）,セイセンコウエン（シテイヒナンバショ）,"",172014,"",金沢市泉本町1-160-6,石川県,金沢市,"","","",36.546958,136.63589,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2727,172014,AA0000001486,横川児童公園（指定避難場所）,ヨコガワジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市横川4-2,石川県,金沢市,"","","",36.539342,136.630113,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2728,172014,AA0000001487,有松たつあがり公園（指定避難場所）,アリマツタツアガリコウエン（シテイヒナンバショ）,"",172014,"",金沢市有松3-33,石川県,金沢市,"","","",36.540812,136.640353,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2729,172014,AA0000001488,有松児童遊園（指定避難場所）,アリマツジドウユウエン（シテイヒナンバショ）,"",172014,"",金沢市有松4-155,石川県,金沢市,"","","",36.54039,136.636617,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2730,172014,AA0000001489,三馬公民館（指定避難場所）,ミンマコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市久安6-59-1,石川県,金沢市,"","","",36.542105,136.634544,13.8,076-243-2734,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,135人,"","","","",洪水時２階以上使用可
2731,172014,AA0000001490,金沢高等学校（指定避難場所）,カナザワコウトウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市泉本町3-111,石川県,金沢市,"","","",36.550638,136.635514,"",076-242-3321,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,653人,"","","","",洪水時２階以上使用可
2732,172014,AA0000001491,清泉中学校（指定避難場所）,セイセンチュウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市泉本町3-3,石川県,金沢市,"","","",36.547902,136.63624,12.1,076-226-0881,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,3532人,"","","","",洪水時２階以上使用可
2733,172014,AA0000001492,三馬小学校（指定避難場所）,ミンマショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市久安6-154,石川県,金沢市,"","","",36.543588,136.633615,12.8,076-243-2261,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2543人,"","","","",洪水時２階以上使用可
2734,172014,AA0000001493,いなほふれあい公園（指定避難場所）,イナホフレアイコウエン（シテイヒナンバショ）,"",172014,"",金沢市いなほ1-8,石川県,金沢市,"","","",36.552521,136.582514,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2735,172014,AA0000001494,神野東公園（指定避難場所）,カミノヒガシコウエン（シテイヒナンバショ）,"",172014,"",金沢市神野町東107-2,石川県,金沢市,"","","",36.563901,136.600074,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2736,172014,AA0000001495,上荒屋１丁目くすのき公園（指定避難場所）,カミアラヤ１チョウメクスノキコウエン（シテイヒナンバショ）,"",172014,"",金沢市上荒屋1-346,石川県,金沢市,"","","",36.547781,136.592031,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2737,172014,AA0000001496,矢木第１児童公園（指定避難場所）,ヤギダイ１ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市矢木3-308,石川県,金沢市,"","","",36.560157,136.593297,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2738,172014,AA0000001497,上荒屋もくれん公園（指定避難場所）,カミアラヤモクレンコウエン（シテイヒナンバショ）,"",172014,"",金沢市上荒屋6-446,石川県,金沢市,"","","",36.553336,136.588619,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2739,172014,AA0000001498,上荒屋にれの木公園（指定避難場所）,カミアラヤニレノキコウエン（シテイヒナンバショ）,"",172014,"",金沢市上荒屋5-453,石川県,金沢市,"","","",36.557434,136.589472,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2740,172014,AA0000001499,上荒屋つばき公園（指定避難場所）,カミアラヤツバキコウエン（シテイヒナンバショ）,"",172014,"",金沢市上荒屋8-43,石川県,金沢市,"","","",36.550466,136.589906,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2741,172014,AA0000001500,三和公民館（指定避難場所）,ミワコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市上荒屋4-82,石川県,金沢市,"","","",36.553753,136.593355,8.9,076-240-7530,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,123人,"","","","",""
2742,172014,AA0000001501,三和小学校（指定避難場所）,ミワショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市矢木1-74,石川県,金沢市,"","","",36.557951,136.596746,7.6,076-240-0088,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2373人,"","","","",洪水時２階以上使用可
2743,172014,AA0000001502,八日市出町ふるみや公園（指定避難場所）,ヨウカイチデマチフルミヤコウエン（シテイヒナンバショ）,"",172014,"",金沢市八日市出町718,石川県,金沢市,"","","",36.552713,136.608346,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2744,172014,AA0000001503,古府町第１児童公園（指定避難場所）,コフマチダイ１ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市古府町南851,石川県,金沢市,"","","",36.559681,136.610624,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2745,172014,AA0000001504,西金児童公園（指定避難場所）,ニシカネジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市西金沢新町256,石川県,金沢市,"","","",36.554159,136.615462,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2746,172014,AA0000001505,チカモリ遺跡公園（指定避難場所）,チカモリイセキコウエン（シテイヒナンバショ）,"",172014,"",金沢市新保本5-47,石川県,金沢市,"","","",36.556111,136.604723,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2747,172014,AA0000001506,西部中央公園（指定避難場所）,セイブチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市西金沢5-286,石川県,金沢市,"","","",36.557154,136.615849,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2748,172014,AA0000001507,新保本町中央公園（指定避難場所）,シンボホンマチチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市新保本2-502,石川県,金沢市,"","","",36.552017,136.602086,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2749,172014,AA0000001508,新保本町ふれあい公園（指定避難場所）,シンボホンマチフレアイコウエン（シテイヒナンバショ）,"",172014,"",金沢市新保本4-70,石川県,金沢市,"","","",36.558841,136.602695,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2750,172014,AA0000001509,西金沢テニスコート（指定避難場所）,ニシカナザワテニスコート（シテイヒナンバショ）,"",172014,"",金沢市西金沢3-684,石川県,金沢市,"","","",36.554588,136.611535,"",076-240-3848,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2751,172014,AA0000001510,西南部公民館（指定避難場所）,セイナンブコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市西金沢3-684,石川県,金沢市,"","","",36.554788,136.612195,8.6,076-240-8860,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,173人,"","","","",洪水時２階以上使用可
2752,172014,AA0000001511,西南部中学校（指定避難場所）,セイナンブチュウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市新保本1-149,石川県,金沢市,"","","",36.552698,136.606171,9.6,076-249-2317,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,3527人,"","","","",""
2753,172014,AA0000001512,西南部小学校（指定避難場所）,セイナンブショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市八日市出町304,石川県,金沢市,"","","",36.555473,136.60836,8.6,076-240-2501,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2718人,"","","","",洪水時２階以上使用可
2754,172014,AA0000001513,八日市住吉中央公園（指定避難場所）,ヨウカイチスミヨシチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市八日市2-608,石川県,金沢市,"","","",36.543631,136.608419,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2755,172014,AA0000001514,八日市ケヤキ児童公園（指定避難場所）,ヨウカイチケヤキジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市八日市5-455,石川県,金沢市,"","","",36.550541,136.60987,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2756,172014,AA0000001515,八日市ｱﾒﾘｶﾌｳ児童公園（指定避難場所）,ヨウカイチアメリカフウジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市八日市5-296,石川県,金沢市,"","","",36.547876,136.609752,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2757,172014,AA0000001516,押野松の木公園（指定避難場所）,オシノマツノキコウエン（シテイヒナンバショ）,"",172014,"",金沢市押野3-525,石川県,金沢市,"","","",36.547983,136.61366,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2758,172014,AA0000001517,押野公民館（指定避難場所）,オシノコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市八日市2-464,石川県,金沢市,"","","",36.546083,136.608585,12.7,076-247-0856,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,154人,"","","","",""
2759,172014,AA0000001518,押野小学校（指定避難場所）,オシノショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市八日市1-176,石川県,金沢市,"","","",36.54588,136.609368,13.3,076-241-4197,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2333人,"","","","",""
2760,172014,AA0000001519,糸田第２児童公園（指定避難場所）,イトダダイ２ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市糸田2-207,石川県,金沢市,"","","",36.559343,136.622946,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2761,172014,AA0000001520,入江第１児童公園（指定避難場所）,イリエダイ１ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市入江2-250,石川県,金沢市,"","","",36.566323,136.626834,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2762,172014,AA0000001521,神田交通公園（指定避難場所）,カンダコウツウコウエン（シテイヒナンバショ）,"",172014,"",金沢市新神田3-113,石川県,金沢市,"","","",36.561484,136.630172,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2763,172014,AA0000001522,新神田公民館（指定避難場所）,シンカンダコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市新神田1-1-18,石川県,金沢市,"","","",36.563997,136.635623,11,076-291-0025,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,130人,"","","","",洪水時２階以上使用可
2764,172014,AA0000001523,高岡中学校（指定避難場所）,タカオカチュウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市新神田1-10-1,石川県,金沢市,"","","",36.565461,136.636217,11.9,076-291-3177,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,4186人,"","","","",洪水時２階以上使用可
2765,172014,AA0000001524,新神田小学校（指定避難場所）,シンカンダショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市新神田1-10-58,石川県,金沢市,"","","",36.564987,136.63471,11.1,076-291-3821,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2037人,"","","","",洪水時２階以上使用可
2766,172014,AA0000001525,保古東公園（指定避難場所）,ホコヒガシコウエン（シテイヒナンバショ）,"",172014,"",金沢市保古1-120,石川県,金沢市,"","","",36.55811,136.62132,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2767,172014,AA0000001526,高畠第２児童公園（指定避難場所）,タカバタケダイ２ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市高畠1-262,石川県,金沢市,"","","",36.57085729,136.6129759,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2768,172014,AA0000001527,米丸中央公園（指定避難場所）,ヨネマルチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市高畠1-382,石川県,金沢市,"","","",36.570252,136.616503,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2769,172014,AA0000001528,伏見川スポーツ公園（指定避難場所）,フシミガワスポーツコウエン（シテイヒナンバショ）,"",172014,"",金沢市東力町ハ273,石川県,金沢市,"","","",36.56301798,136.6176027,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2770,172014,AA0000001529,黒田児童公園（指定避難場所）,クロダジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市黒田1-9,石川県,金沢市,"","","",36.561333,136.615623,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2771,172014,AA0000001530,玉鉾公園（指定避難場所）,タマホココウエン（シテイヒナンバショ）,"",172014,"",金沢市玉鉾2-361,石川県,金沢市,"","","",36.573664,136.622586,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2772,172014,AA0000001531,あすなろの森（指定避難場所）,アスナロノモリ（シテイヒナンバショ）,"",172014,"",金沢市東力4-90,石川県,金沢市,"","","",36.563014,136.624088,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2773,172014,AA0000001532,西部市民体育会館（指定避難場所）,セイブシミンタイイクカイカン（シテイヒナンバショ）,"",172014,"",金沢市東力町ハ250,石川県,金沢市,"","","",36.563048,136.619856,7.4,076-291-6450,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,1053人,"","","","",洪水時２階以上使用可
2774,172014,AA0000001533,西部市民憩いの家（指定避難場所）,セイブシミンイコイノイエ（シテイヒナンバショ）,"",172014,"",金沢市東力町ハ256,石川県,金沢市,"","","",36.563213,136.619252,"",076-291-4520,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,289人,"","","","",洪水時２階以上使用可
2775,172014,AA0000001534,米丸公民館（指定避難場所）,ヨネマルコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市間明町2-72,石川県,金沢市,"","","",36.565134,136.618279,6.2,076-291-1171,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,166人,"","","","",洪水時２階以上使用可
2776,172014,AA0000001535,米丸小学校（指定避難場所）,ヨネマルショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市東力町ニ155,石川県,金沢市,"","","",36.565681,136.620049,6.5,076-291-1361,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2643人,"","","","",洪水時２階以上使用可
2777,172014,AA0000001536,こなん水辺公園（指定避難場所）,コナンミズベコウエン（シテイヒナンバショ）,"",172014,"",金沢市東蚊爪町マ33-1,石川県,金沢市,"","","",36.632198,136.664193,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2778,172014,AA0000001537,瑞樹西公園（指定避難場所）,ミズキニシコウエン（シテイヒナンバショ）,"",172014,"",金沢市みずき4-247,石川県,金沢市,"","","",36.623032,136.666628,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2779,172014,AA0000001538,湊２丁目水鳥公園（指定避難場所）,ミナト２チョウメミズトリコウエン（シテイヒナンバショ）,"",172014,"",金沢市湊2-90-1,石川県,金沢市,"","","",36.635827,136.648024,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2780,172014,AA0000001539,みなと新婚の森（指定避難場所）,ミナトシンコンノモリ（シテイヒナンバショ）,"",172014,"",金沢市湊2-123,石川県,金沢市,"","","",36.634949,136.648888,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2781,172014,AA0000001540,瑞樹中央公園（指定避難場所）,ミズキチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市みずき2-262,石川県,金沢市,"","","",36.621887,136.671944,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2782,172014,AA0000001541,湊１丁目公園（指定避難場所）,ミナト１チョウメコウエン（シテイヒナンバショ）,"",172014,"",金沢市湊1-118-1,石川県,金沢市,"","","",36.640037,136.657535,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2783,172014,AA0000001542,木越運動公園（指定避難場所）,キゴシウンドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市木越3-99,石川県,金沢市,"","","",36.617921,136.666611,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2784,172014,AA0000001543,木越中央公園（指定避難場所）,キゴシチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市木越2-1,石川県,金沢市,"","","",36.619489,136.667355,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2785,172014,AA0000001544,大浦公民館（指定避難場所）,オオウラコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市大浦町ヌ93-1,石川県,金沢市,"","","",36.624427,136.653112,1,076-238-5271,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,155人,"","","","",洪水時２階以上使用可
2786,172014,AA0000001545,大浦小学校（指定避難場所）,オオウラショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市大浦町ヌ87,石川県,金沢市,"","","",36.623286,136.653281,0.9,076-238-2025,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2141人,"","","","",洪水時２階以上使用可
2787,172014,AA0000001546,松寺中央公園（指定避難場所）,マツデラチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市松寺町子83-1,石川県,金沢市,"","","",36.602243,136.651887,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2788,172014,AA0000001547,城北市民運動公園（指定避難場所）,ジョウホクシミンウンドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市磯部町ニ25-1,石川県,金沢市,"","","",36.598406,136.657434,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2789,172014,AA0000001548,城北市民テニスコート（指定避難場所）,ジョウホクシミンテニスコート（シテイヒナンバショ）,"",172014,"",金沢市松寺町酉90-1,石川県,金沢市,"","","",36.60149,136.655867,"",076-237-6028,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2790,172014,AA0000001549,松寺公民館（指定避難場所）,マツデラコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市松寺町丑42,石川県,金沢市,"","","",36.603901,136.651956,4.4,076-238-1020,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,117人,"","","","",洪水時２階以上使用可
2791,172014,AA0000001550,木谷公園（指定避難場所）,キヤコウエン（シテイヒナンバショ）,"",172014,"",金沢市粟崎町リ1-1,石川県,金沢市,"","","",36.625318,136.631287,"","","","","","","",172014,石川県金沢市,"",1,"",1,"","","","","","","","","","",""
2792,172014,AA0000001551,粟崎町４丁目児童公園（指定避難場所）,アワガサキマチ４チョウメジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市粟崎町4-6,石川県,金沢市,"","","",36.633997,136.621674,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2793,172014,AA0000001552,粟崎第１公園（指定避難場所）,アワガサキダイ１コウエン（シテイヒナンバショ）,"",172014,"",金沢市粟崎町3-242,石川県,金沢市,"","","",36.626812,136.62147,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2794,172014,AA0000001553,粟崎中央公園（指定避難場所）,アワガサキチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市粟崎町2-247,石川県,金沢市,"","","",36.627968,136.626062,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
